Name,description,sub_catagory,Veg_Non,Review,Cusine,Diet,Price
Homemade Paneer Recipe,Milk|Lemon juice,,veg,4.918573186,Indian,High Protein Vegetarian,433
Dark Chocolate Sandesh (Shondesh) Dipped In Chocolate Recipe,Milk|Lemon juice|Dark chocolate|Condensed Milk|Cocoa Powder|Vanilla Extract|Raisins|Slivered Almonds (Badam),Sweet Recipes (Indian Mithai / Indian ,veg,4.870090634,Bengali Recipes,Vegetarian,233
Fatayer Bi Jibneh - Middle Eastern Cheese Pie ,Milk|Lemon juice|Salt|Feta Cheese|Kalonji (Onion Nigella Seeds)|Black pepper corns|Spring Onion (Bulb & Greens)|Parsley leaves|Mint Leaves (Pudina)|Salt|All Purpose Flour (Maida)|Salt|Sugar|Extra Virgin Olive Oil|Lukewarm Water|Fresh cream,Continental Party Appetizer & Starter,veg,4.946736684,Middle Eastern,Vegetarian,532
Traditional Bengali Rasgulla Recipe - Cottage Cheese Balls In Sweetened Syrup,Milk|Lemon juice|Sugar|Water|Cardamom Powder (Elaichi)|Cloves (Laung),Sweet Recipes (Indian Mithai / Indian ,veg,4.82510649,Bengali Recipes,Vegetarian,201
Habshi Halwa Recipe,Milk|Lemon Salt|White vinegar|All Purpose Flour (Maida)|Sugar|Cardamom Powder (Elaichi)|Saffron strands|Cocoa Powder|Slivered Almonds (Badam),Sweet Recipes (Indian Mithai / Indian ,veg,4.864761521,Indian,Vegetarian,242
Phool Makhana Kheer Recipe - Sweetened With Jaggery,Milk|Lotus Seeds|Jaggery|Badam (Almond)|Pistachios|Cardamom Powder (Elaichi)|Dried rose petals,Sweet Recipes (Indian Mithai / Indian ,veg,4.910016069,North Indian Recipes,Vegetarian,380
Whole Grain and Oat Buns Recipe (Healthy Dinner Rolls),Milk|Lukewarm Water|Butter (unsalted)|Honey|Whole Wheat Flour|Oats Flour|All Purpose Flour (Maida)|Salt|Milk|Instant Oats (Oatmeal),Homemade Bread,veg,4.899441341,Continental,Vegetarian,348
Butterscotch Marshmallow Mousse Recipe,Milk|Marshmallows|Butterscotch Chips|Double Cream|Vanilla Extract,Dessert,veg,4.088937093,Continental,Vegetarian,560
Easy Homemade Sugar Free Dates Flavored Yogurt Recipe,Milk|Milk Powder|Dates,Dessert,veg,4.937799043,Indian,Vegetarian,391
Dharwad Peda Recipe,Milk|Milk|Lemon juice|Sugar|Sugar,Sweet Recipes (Indian Mithai / Indian ,veg,4.875968992,North Karnataka,Vegetarian,502
Nolen Chawal Bhog Recipe (Rice Pudding With Nolen Jaggery),Milk|Nolen Gur|Basmati rice|Salt|Slivered Almonds (Badam)|Glazed Cherries,Sweet Recipes (Indian Mithai / Indian ,veg,4.978378378,Bengali Recipes,Vegetarian,225
Kheer Puli Pitha | Bengali Pitha Recipe,Milk|Palm jaggery|Cardamom Powder (Elaichi)|Rice flour|Hot water|Fresh coconut|Salt|Cashew nuts,Sweet Recipes (Indian Mithai / Indian ,veg,4.846194364,Bengali Recipes,Vegetarian,284
Papaya Banana Smoothie Recipe,Milk|Papaya|Ripe Bananas|Dates|Ice cubes,Smoothies,veg,4.910019776,Indian,Vegetarian,314
Peanut Butter Oats & Banana Smoothie Recipe,Milk|Peanut Butter|Ripe Bananas|Flax seeds|Instant Oats (Oatmeal)|Dates,Smoothies,veg,4.856430708,Continental,Vegetarian,330
Makhane Ki Phirni Recipe - Lotus Seed Milk Pudding,Milk|Phool Makhana (Lotus Seeds)|Sugar|Pistachios|Saffron strands|Badam (Almond)|Cardamom (Elaichi) Pods/Seeds|Cashew nuts|Mace (Javitri)|Nutmeg powder|Rose Petals|Mixed dry fruits,Sweet Recipes (Indian Mithai / Indian ,veg,4.905349794,Indian,Vegetarian,463
Aval Payasam Recipe - Sweet Flattened Rice Payasam ,Milk|Poha (Flattened rice)|Sugar|Cardamom Powder (Elaichi)|Cinnamon Powder (Dalchini)|Cashew nuts,Sweet Recipes (Indian Mithai / Indian ,veg,4.849374398,Tamil Nadu,Vegetarian,272
Creamy Phirni Recipe - North Indian Rice Pudding,Milk|Rice|Cardamom (Elaichi) Pods/Seeds|Sugar|Badam (Almond),Sweet Recipes (Indian Mithai / Indian ,veg,4.909346451,North Indian Recipes,Vegetarian,205
Rose Gulkand Phirni Recipe,Milk|Rice|Condensed Milk|Dried rose petals|Gulkand|Sugar|Rose water|Cardamom Powder (Elaichi)|Fennel Powder|Rose water|Pistachios|Badam (Almond)|Cashew nuts|Dried rose petals,Sweet Recipes (Indian Mithai / Indian ,veg,4.930608365,North Indian Recipes,Vegetarian,235
Gil-E-Firdaus Recipe (Kesar Phirni),Milk|Rice|Sugar|Cardamom Powder (Elaichi)|Saffron strands|Badam (Almond)|Cashew nuts|Pistachios|Raisins|Edible Silver Foil/Leaf (Chandi Ka Vark)|Mixed nuts|Dried rose petals|Saffron strands,Sweet Recipes (Indian Mithai / Indian ,veg,4.89044289,Hyderabadi,Vegetarian,286
Thandai Phirni Recipe - A Delicious Indian Rice Dessert,Milk|Rice|Sugar|Cardamom Powder (Elaichi)|Thandai Powder|Pistachios|Badam (Almond)|Saffron strands|Badam (Almond)|Cashew nuts|Fennel seeds (Saunf)|Poppy seeds|Melon seeds|Black pepper powder|Cardamom (Elaichi) Pods/Seeds,Sweet Recipes (Indian Mithai / Indian ,veg,4.786885246,Indian,Vegetarian,362
Sago Kheer Recipe - Tapioca Milk Pudding,Milk|Sabudana (Tapioca Pearls)|Sugar|Cardamom Powder (Elaichi)|Saffron strands|Cashew nuts|Sultana Raisins,Dessert,veg,4.945567652,Indian,Vegetarian,326
Kesar Paneer Ki Kheer Recipe - Cottage Cheese Milk Pudding,Milk|Saffron strands|Sugar|Cardamom Powder (Elaichi)|Badam (Almond)|Pistachios|Edible Silver Foil/Leaf (Chandi Ka Vark),Sweet Recipes (Indian Mithai / Indian ,veg,4.871942446,North Indian Recipes,Vegetarian,511
Bhang Thandai Recipe,Milk|Saffron strands|Sugar|Poppy seeds|Fennel seeds (Saunf)|Whole Almonds (Badam)|Whole Black Peppercorns|Cardamom (Elaichi) Pods/Seeds|Bhang paste,Smoothies,veg,4.895797599,Indian,Vegetarian,580
Mango Kheer Recipe,Milk|Semiya (Vermicelli)|Cardamom Powder (Elaichi)|Sugar|Slivered Almonds (Badam)|Raisins|Saffron strands,Sweet Recipes (Indian Mithai / Indian ,veg,4.890477851,North Indian Recipes,Vegetarian,511
Lab E Shireen Recipe,Milk|Semiya (Vermicelli)|Khoya (Mawa)|Rasgulla|Sugar|Jello|Rooh afza sharbat|Fresh cream|Custard powder|Mixed fruits,Dessert,veg,4.883519207,Arab,Vegetarian,509
Uttar Pradesh Style Shir Sewain Recipe ,Milk|Semiya (Vermicelli)|Khoya (Mawa)|Sugar|Raisins|Cashew nuts|Pistachios|Badam (Almond)|Saffron strands,Sweet Recipes (Indian Mithai / Indian ,veg,4.918330309,Uttar Pradesh,Vegetarian,399
Sheer Khurma Recipe - Seviyan or Vermicelli Kheer Pudding,Milk|Semiya (Vermicelli)|Sugar|Dates|Raisins|Pistachios|Cardamom Powder (Elaichi)|Saffron strands,Sweet Recipes (Indian Mithai / Indian ,veg,4.825864277,Hyderabadi,Vegetarian,267
Semiya Payasam Recipe - Vermicelli Kheer Recipe,Milk|Semiya (Vermicelli)|Water|Sugar|Cashew nuts|Raisins|Cardamom Powder (Elaichi)|Saffron strands,Sweet Recipes (Indian Mithai / Indian ,veg,4.91670254,Indian,Vegetarian,512
Malpua With Rose And Saffron Syrup Recipe,Milk|Sooji (Semolina/ Rava)|All Purpose Flour (Maida)|Khoya (Mawa)|Baking powder|Sugar|Fennel seeds (Saunf)|Cardamom (Elaichi) Pods/Seeds|Raisins|Pistachios|Sunflower Oil|Sugar|Water|Cardamom (Elaichi) Pods/Seeds|Saffron strands|Rose Essence|Rabri,Sweet Recipes (Indian Mithai / Indian ,veg,4.918683446,North Indian Recipes,Vegetarian,252
Bengali Langcha Recipe With Mawa,Milk|Sooji (Semolina/ Rava)|Milk Powder|All Purpose Flour (Maida)|Baking soda|Caster Sugar|Sugar|Water|Cardamom Powder (Elaichi)|Pistachios,Sweet Recipes (Indian Mithai / Indian ,veg,4.861171367,Bengali Recipes,Vegetarian,481
Paneer Stuffed Bread Fritters Recipe,Milk|Sooji (Semolina/ Rava)|Potato (Aloo)|Green Chillies|Cumin seeds (Jeera)|Amchur (Dry Mango Powder)|Sunflower Oil|Salt|Onion|Coriander (Dhania) Leaves|Sunflower Oil,Indian Snack,veg,4.766889836,Indian,Vegetarian,239
Spring Onion and Peanut Raita Recipe ,Milk|Spring Onion Greens|Roasted Peanuts (Moongphali)|Cumin powder (Jeera)|Salt,Indian Curry,veg,4.923157895,Indian,Vegetarian,532
Chocolate Doughnut Recipe ,Milk|Sugar|All Purpose Flour (Maida)|Baking powder|Salt|Water|Sunflower Oil|Caster Sugar|Cocoa Powder|Vanilla Extract|Milk,Dessert,veg,4.828729282,Continental,Vegetarian,359
Chocolate Honeycomb Bun Recipe,Milk|Sugar|All Purpose Flour (Maida)|Salt|Chocolate chips|Water|Honey|Saffron strands,Homemade Bread,veg,4.963157895,Continental,Vegetarian,570
Thandai Kulfi Recipe - Holi Recipe,Milk|Sugar|Badam (Almond)|Cashew nuts|Pistachios|Poppy seeds|Cardamom Powder (Elaichi)|Fennel seeds (Saunf)|Cinnamon Powder (Dalchini)|Whole Black Peppercorns,Sweet Recipes (Indian Mithai / Indian ,veg,4.765972721,Indian,Vegetarian,514
Assamese Komolar Kheer Recipe (Orange Kheer),Milk|Sugar|Badam (Almond)|Mixed nuts|Orange pulp,Sweet Recipes (Indian Mithai / Indian ,veg,4.855459544,Assamese,Vegetarian,260
Homemade Cinnamon Rolls Recipe,Milk|Sugar|Butter (Salted)|Salt|Whole Egg|Oats Flour|Whole Wheat Flour|All Purpose Flour (Maida)|Butter (Salted)|Brown Sugar (Demerara Sugar)|Cinnamon Powder (Dalchini)|Butter (Salted)|Caster Sugar,Continental Breakfast,non-veg,4.924509804,Continental,Eggetarian,260
Rose Flavoured Golden Almond Milk Recipe - Badam Doodh,Milk|Sugar|Cardamom (Elaichi) Pods/Seeds|Badam (Almond)|Turmeric powder (Haldi)|Rose water,Smoothies,veg,4.882736156,Indian,High Protein Vegetarian,497
Badam Milk Recipe - Almond Milk,Milk|Sugar|Cardamom (Elaichi) Pods/Seeds|Saffron strands,Smoothies,veg,4.760504202,Indian,Vegetarian,289
Belagavi Style Kunda Recipe (Terati Pal / Kalakand),Milk|Sugar|Cardamom Powder (Elaichi)|Cashew nuts,Sweet Recipes (Indian Mithai / Indian ,veg,4.896437659,Karnataka,Vegetarian,381
Basundi / Rabri Recipe ,Milk|Sugar|Cardamom Powder (Elaichi)|Saffron strands|Badam (Almond),Sweet Recipes (Indian Mithai / Indian ,veg,4.850986121,Gujarati Recipes﻿,Vegetarian,303
Chanar Payesh Recipe,Milk|Sugar|Cardamom Powder (Elaichi)|Saffron strands|Cashew nuts|Raisins|Badam (Almond)|Pistachios|Mixed nuts|Rose Petals|Saffron strands,Sweet Recipes (Indian Mithai / Indian ,veg,4.888984881,Bengali Recipes,Vegetarian,558
Shahi Tukda Gajar Halwa Shots With Rabri Recipe,Milk|Sugar|Cardamom Powder (Elaichi)|Saffron strands|Pistachios|Sugar|Water|Rose water|Pistachios|Carrots (Gajjar)|Milk|Khoya (Mawa)|Sugar|Cardamom Powder (Elaichi)|Slivered Almonds (Badam)|Pistachios,Sweet Recipes (Indian Mithai / Indian ,veg,4.819754867,Indian,Vegetarian,350
Traditional Shahi Tukda Recipe - Hyderabadi Double Ka Meetha,Milk|Sugar|Cardamom Powder (Elaichi)|Saffron strands|Rose water|Sugar|Water|Cardamom Powder (Elaichi)|Rose water|Badam (Almond)|Pistachios,Sweet Recipes (Indian Mithai / Indian ,veg,4.861933798,Mughlai,Vegetarian,509
Natillas de Leche Recipe-Spanish Custard ,Milk|Sugar|Cinnamon Stick (Dalchini)|Lemon zest|Corn flour|Whole Egg|Vanilla Extract,Dessert,non-veg,4.829787234,Mexican,Eggetarian,516
Quick Chocolate Pudding Recipe,Milk|Sugar|Cocoa Powder|Corn flour|Egg yolks|Vanilla Extract|Chocolate Shavings,Dessert,non-veg,4.851811196,Continental,Eggetarian,489
Hot Coffee Latte Recipe,Milk|Sugar|Coffee Decoction|Cocoa Powder,"Chocolate, Coffee & Tea Drink",veg,4.932646722,Continental,Vegetarian,232
Saffron Milk Pudding Recipe,Milk|Sugar|Custard powder|Gelatin|Hot water|Badam (Almond)|Rose water|Kewra essence|Saffron strands,Dessert,veg,4.869701727,Indian,Vegetarian,411
A Creamy & Delicious Gulkand Kulfi Recipe ,Milk|Sugar|Fennel seeds (Saunf)|Gulkand|Badam (Almond)|Gulkand|Betel Nut (Supari),Sweet Recipes (Indian Mithai / Indian ,veg,4.82382763,Indian,Vegetarian,531
Orange Kulfi Recipe In Orange Shells,Milk|Sugar|Orange pulp|Orange marmalade jam,Sweet Recipes (Indian Mithai / Indian ,veg,4.938058748,Indian,Vegetarian,232
Kesar Pista Falooda Recipe,Milk|Sugar|Saffron strands|Basil seeds (Sabja)|Pistachios|Falooda sev|Ice cream|Glazed Cherries,Sweet Recipes (Indian Mithai / Indian ,veg,4.936413432,Indian,Vegetarian,329
Kesar Pista Kulfi Recipe,Milk|Sugar|Saffron strands|Cardamom Powder (Elaichi)|Pistachios,Sweet Recipes (Indian Mithai / Indian ,veg,4.803374656,North Indian Recipes,Vegetarian,311
Thandai Recipe - Spiced Festival Drink With Saffron And Dry Fruits,Milk|Sugar|Saffron strands|Whole Almonds (Badam)|Cashew nuts|Pistachios|Fennel seeds (Saunf)|Poppy seeds|Cardamom Powder (Elaichi)|Cinnamon Powder (Dalchini)|Whole Black Peppercorns,Smoothies,veg,4.816153503,Rajasthani,Vegetarian,385
​​​​​​​Caramel Bread Pudding Recipe,Milk|Sugar|Vanilla Extract,Dessert,veg,4.895777659,Continental,Vegetarian,340
Mishti Doi Recipe - Traditional Bengali Sweet Yogurt,Milk|Sugar|Water,Sweet Recipes (Indian Mithai / Indian ,veg,4.824102904,Bengali Recipes,Vegetarian,380
Double Ka Meetha Recipe With Mixed Nuts Rabri,Milk|Sugar|Water|Cardamom Powder (Elaichi)|Cashew nuts|Badam (Almond)|Pistachios|Saffron strands|Rose water,Dessert,veg,4.876923077,Hyderabadi,Vegetarian,561
Savory Multigrain Waffles Recipe with Green Chillies & Tabasco Sauce,Milk|Sunflower Oil|Baking powder|Salt|Green Chillies|Coriander (Dhania) Leaves|Whole Wheat Flour|Ragi Flour (Finger Millet/ Nagli),Continental Breakfast,veg,4.914076782,Continental,Vegetarian,309
Whole Wheat Waffles with Caramelised Bananas (Egg and Eggless Recipe),Milk|Sunflower Oil|Sugar|Baking powder|Salt|Vanilla Extract|Whole Wheat Flour|Butter (unsalted)|Ripe Bananas|Brown Sugar (Demerara Sugar)|Cinnamon Powder (Dalchini),Continental Breakfast,veg,4.814126394,Continental,Vegetarian,588
Boondi Ki Kheer Recipe ,Milk|Sweet Boondi|Cardamom Powder (Elaichi)|Rose water|Saffron strands|Badam (Almond),Sweet Recipes (Indian Mithai / Indian ,veg,4.941005803,North Indian Recipes,Vegetarian,597
Gulkand Seviyan Kheer Recipe ,Milk|Thin Semiya (Seviyan)|Cardamom Powder (Elaichi)|Gulkand|Saffron strands|Pistachios|Rose water|Dried rose petals,Sweet Recipes (Indian Mithai / Indian ,veg,4.973425197,North Indian Recipes,Vegetarian,387
Turmeric Latte Recipe,Milk|Turmeric powder (Haldi)|Honey|Cinnamon Powder (Dalchini)|Nutmeg powder|Maple syrup|Fresh coconut|Black pepper powder|Star anise,Smoothies,veg,4.728929385,Indian,Vegetarian,442
Orange Rasmalai Recipe (Indian Cottage Cheese Pudding),Milk|Vinegar|Fresh orange juice|Orange Zest (Rind)|Orange pulp|Arrowroot flour|Baking soda|Sugar|Sugar|Water|Orange Essence|Food Color|Dry Fruits,Sweet Recipes (Indian Mithai / Indian ,veg,4.856481481,Bengali Recipes,Vegetarian,258
Churros Recipe With Cinnamon & Sugar | Eggless Recipe,Milk|Water|Butter (Salted)|Salt|Sugar|All Purpose Flour (Maida)|Baking powder|Caster Sugar|Cinnamon Powder (Dalchini),Dessert,veg,4.90403071,Mexican,Vegetarian,516
Pyaaz Curry Patta Chaach Recipe - Onion And Curry Leaves Spiced Buttermilk,Milk|Water|Onion|Curry leaves|Coriander (Dhania) Leaves|Salt|Black pepper powder,Smoothies,veg,4.950561798,South Indian Recipes,Vegetarian,261
Milk Powder Chena Burfi Recipe,Milk|White vinegar|Sugar|Milk Powder|Condensed Milk|Cardamom (Elaichi) Pods/Seeds|Pistachios|Saffron strands|Yellow food colour,Sweet Recipes (Indian Mithai / Indian ,veg,4.856502242,Indian,Vegetarian,427
Badam Elaichi Kulfi Recipe ,Milk|Whole Almonds (Badam)|Sugar|Saffron strands|Cardamom Powder (Elaichi)|Pistachios,Sweet Recipes (Indian Mithai / Indian ,veg,4.831198347,North Indian Recipes,Vegetarian,473
Besan Ka Sheera Recipe (Natural Cold Remedy),Milk|Whole Black Peppercorns|Turmeric powder (Haldi)|Jaggery|Pistachios|Saffron strands,Sweet Recipes (Indian Mithai / Indian ,veg,4.874878758,North Indian Recipes,Vegetarian,309
Chettinad Pazha Payasam Recipe -  Fruit Payasam Recipe,Milk|Whole cashews|Badam (Almond)|Cardamom Powder (Elaichi)|Mango (Ripe)|Sugar|Ripe Bananas|Apple|Orange|Green Grapes|Black grapes|Fresh Pomegranate Fruit Kernels|Honey,Dessert,veg,4.924721985,Chettinad,Vegetarian,289
Pancakes Drizzled With Chocolate Sauce Served With Fruits & Jaggery Recipe (Breakfast In Bed),Milk|Whole Egg|All Purpose Flour (Maida)|Baking powder|Sugar|Vanilla Extract|Salt|Ripe Bananas|Jaggery|Mango (Ripe)|Fresh Cherries,Continental Breakfast,veg,4.914285714,Continental,Vegetarian,464
Whole Wheat Black Forest Cake In A Jar Recipe (Eggless),Milk|Whole Wheat Flour|Caster Sugar|Baking powder|Baking soda|Cocoa Powder|Chocolate chips|Water|Strawberries|Sugar|Heavy whipping cream|Caster Sugar|Vanilla Extract|Strawberries|Chocolate chips,Dessert,veg,4.856873823,Continental,Vegetarian,398
meat lovers pizza,"millet flour, tapioca flour, soy milk, garlic powder, baking powder, salt, tomato sauce, mozzarella cheese, prosciutto, pepperoni, chicken salami, salami milano, rosemary, olive oil",Indian Breakfast,non-veg,,,,260
"Pita Topped With Oven Roasted Cauliflower, Basil Avocado Sauce Recipe",Mini Pita Breads|Cauliflower (gobi)|Cumin seeds (Jeera)|Coriander (Dhania) Seeds|Fennel seeds (Saunf)|Badam (Almond)|Sunflower Oil|Salt|Avocado|Basil leaves|Garlic|Lemon juice|Milk|Salt|Green Chillies,Continental Food,veg,4.886666667,Fusion,Vegetarian,356
Mini Pita Pizza With Tahini Roasted Vegetables Recipe ,Mini Pita Breads|Red Bell pepper (Capsicum)|Green zucchini|Onion|Tahini|Cheddar cheese,Italian,veg,4.910569106,Mediterranean,Vegetarian,344
Greek Style Grilled Pita Pizza Recipe ,Mini Pita Breads|Tomatoes|Feta Cheese|Fresh Thyme leaves|Black olives|Whole Black Peppercorns|Extra Virgin Olive Oil|Coriander (Dhania) Leaves|Homemade Hummus,Italian,veg,4.83984375,Greek,Vegetarian,385
Vegetarian Grilled Gyros Recipe,Mini Pita Breads|Tzatziki|Brinjal (Baingan / Eggplant)|Green zucchini|Yellow Zucchini|Green Bell Pepper (Capsicum)|Red Bell pepper (Capsicum)|Yellow Bell Pepper (Capsicum)|Button mushrooms|Tomatoes|Red onion|Cucumber|Extra Virgin Olive Oil|Lemon juice|Salt|Black pepper powder|Garlic,Frankie Rolls,veg,4.91712404,Greek,Vegetarian,284
Homemade Pani Puri Recipe -Calcutta Style Puchka Recipe,Mint Leaves (Pudina)|Coriander (Dhania) Leaves|Green Chilli|Red Chilli powder|Cumin powder (Jeera)|Rock Salt|Chaat Masala Powder|Kala Chana (Brown Chickpeas)|Potatoes (Aloo)|Red Chilli powder|Rock Salt|Salt,Indian Snack,veg,4.842356471,Bengali Recipes,Vegetarian,503
Afghani Dhoog Recipe - Cucumber Mint Buttermilk/ Chaas,Mint Leaves (Pudina)|Cucumber|Cumin powder (Jeera)|Salt|Ice cubes,Smoothies,veg,4.932795699,Afghan,Vegetarian,279
Pudina Tambuli Recipe ,Mint Leaves (Pudina)|Cumin seeds (Jeera)|Whole Black Peppercorns|Green Chilli|Fresh coconut|Buttermilk|Salt|Mustard seeds|Cumin seeds (Jeera)|Curry leaves|Dry Red Chilli,Indian Curry,veg,4.86010929,Karnataka,Vegetarian,322
Pudina Chutney Recipe,Mint Leaves (Pudina)|Fresh coconut|Coriander (Dhania) Seeds|Dry Red Chillies|White Urad Dal (Split)|Jaggery|Turmeric powder (Haldi)|Salt|Oil|Mustard seeds (Rai/ Kadugu)|White Urad Dal (Split)|Curry leaves|Dry Red Chillies|Asafoetida (hing),Indian Chutney,veg,4.91780599,North Indian Recipes,Vegetarian,462
Lehsuni Pudina Chutney Recipe,Mint Leaves (Pudina)|Garlic|Ginger|Green Chilli|Raw Peanuts (Moongphali)|Salt|Sugar|Lemon juice,Indian Chutney,veg,4.926197183,North Indian Recipes,Vegetarian,468
Pudina Buttermilk Recipe,Mint Leaves (Pudina)|Ginger|Cumin seeds (Jeera),Smoothies,veg,4.93544137,North Indian Recipes,Vegetarian,367
Pineapple Jal Jeera Recipe - Sweet & Sour Pineapple Drink,Mint powder (Pudina)|Cumin seeds (Jeera)|Black pepper powder|Citric acid crystals|Asafoetida (hing)|Dry ginger powder|Black Salt (Kala Namak)|Amchur (Dry Mango Powder)|Cardamom (Elaichi) Pods/Seeds|Salt|Sugar|Fennel seeds (Saunf)|Pineapple juice|Chilled water|Jal Jeera Powder|Lemon juice,Smoothies,veg,4.888073394,Indian,Vegetarian,247
Triple Bean Vegetarian Cutlet or Patty Recipe,Mixed Beans|Mixed vegetables|Potato (Aloo)|Whole Wheat Bread crumbs|Onion|Green Chillies|Garlic|Ginger|Red Chilli powder|Coriander (Dhania) Leaves|Mint Leaves (Pudina)|Salt and Pepper|Sunflower Oil,Continental Party Appetizer & Starter,veg,4.920980926,Continental,Vegetarian,376
Lemon Cherry Berry Spa Water Recipe,Mixed berries|Lemon|Mint Leaves (Pudina)|Water|Ice cubes,Smoothies,veg,4.846153846,Continental,Vegetarian,402
mixed beans salad,"mixed boiled beans (choose from rajma, chawli, chick peas, hara chana), spring onions, tomatoes (diced), oil, lemon juice, basil, garlic, salt and pepper, for garnish:, coriander",Salad,veg,,,,500
Fruit Pachadi Recipe,Mixed fruits|Turmeric powder (Haldi)|Jaggery|Salt|Water|Fresh coconut|Green Chillies|Mustard seeds (Rai/ Kadugu)|Mustard seeds (Rai/ Kadugu)|Dry Red Chilli|Oil|Curry leaves,Indian Chutney,veg,4.901898734,South Indian Recipes,Vegetarian,480
Healthy Black Bean Stuffed Burrito Recipe With Amaranth And Quinoa,Mixed Grains|Water|Salt|Extra Virgin Olive Oil|Canned black beans|Salt|Garlic|Tortillas|Red Bell pepper (Capsicum)|Lemon|Extra Virgin Olive Oil|Coriander (Dhania) Leaves|Sweet corn|Mozzarella cheese|Mango pickle,Frankie Rolls,veg,4.940915805,Mexican,Vegetarian,432
Asian Carrot Ginger Lentil Soup Recipe ,Mixed lentils|Carrot (Gajjar)|Onion|Green Bell Pepper (Capsicum)|Celery|Ginger|Fresh Red Chilli|Sesame (Gingelly) Oil|Sesame seeds (Til seeds)|Spring Onion (Bulb & Greens)|Salt,Soup,veg,4.828776978,Asian,High Protein Vegetarian,371
Mixed Millet Khichdi Recipe,Mixed millets|Badi (wadi)|Onion|Tomatoes|Cumin seeds (Jeera)|Methi Seeds (Fenugreek Seeds)|Kasuri Methi (Dried Fenugreek Leaves)|Asafoetida (hing)|Red Chilli powder|Salt,Indian Breakfast,veg,4.895807389,North Indian Recipes,Vegetarian,526
Samai Arisi Pidi Kozhukattai (Tamil Nadu Breakfast Recipe),Mixed millets|Yellow Moong Dal (Split)|Sesame (Gingelly) Oil|Mustard seeds|Cumin seeds (Jeera)|Chana dal (Bengal Gram Dal)|White Urad Dal (Split)|Ginger|Whole Black Peppercorns|Green Chilli|Curry leaves,,,4.641904762,Tamil Nadu,Diabetic Friendly,256
Punjabi Choori Recipe (Sweet Crumbled Rotis),Mixed nuts|Sugar,Sweet Recipes (Indian Mithai / Indian ,veg,4.874636698,Punjabi,Vegetarian,239
Mixed Sprouts Coriander Dosa With Idli Dosa Batter,Mixed Sprouts|Cumin seeds (Jeera)|Garlic|Ginger|Green Chillies|Salt|Coriander (Dhania) Leaves|Onion|Cumin seeds (Jeera)|Green Chilli|Coriander (Dhania) Leaves|Curry leaves,Indian Breakfast,,4.862821279,South Indian Recipes,Diabetic Friendly,569
